,index,0
9293,smoluchowskipoisson,3
9294,cornerstone,4
9295,soliton,8
9296,seismic,3
9297,reflective,2
9298,screen,2
9299,tng50,3
9300,resembling,2
9301,integralfield,2
9302,frm,3
9303,quiet,8
9304,preexisting,3
9305,logne,2
9306,downflows,2
9307,brightenings,2
9308,germanene,2
9309,occupy,3
9310,mub,3
9311,silicene,2
9312,dkr,4
9313,bounding,2
9314,preference,2
9315,dlas,10
9316,4sigma,2
9317,z24,3
9318,uncorrelated,4
9319,options,4
9320,supply,4
9321,microspherecantilever,2
9322,whispering,2
9323,gallery,2
9324,wgm,7
9325,microsphere,3
9326,taper,4
9327,amu,6
9328,e10,4
9329,bistable,5
9330,ringdown,2
9331,intermediatemass,3
9332,ringdowns,2
9333,rts,2
9334,singlettriplet,3
9335,ibex,2
9336,heliopause,2
9337,heliosheath,2
9338,breeze,2
9339,co2ptga,3
9340,mubfu,2
9341,rband,4
9342,bulgebar,2
9343,sbb,2
9344,markedly,5
9345,vela,11
9346,b170644,3
9347,shocked,4
9348,symmetrical,2
9349,commutation,4
9350,rxte,2
9351,gx,4
9352,runaway,3
9353,orliczsobolev,2
9354,replace,3
9355,rbh,5
9356,heats,4
9357,gibbs,6
9358,tailor,2
9359,uhvstm,2
9360,passivation,2
9361,monovacancyhydrogen,3
9362,sputtering,2
9363,periphery,2
9364,sigmadangling,2
9365,passivated,2
9366,sqrt,3
9367,vacancys,2
9368,etah,5
9369,constantroll,5
9370,epsilonh,2
9371,etahle,2
9372,walk,10
9373,johnson,2
9374,rf,4
9375,liquids,3
9376,tomonagaluttinger,3
9377,distortion,6
9378,masstolight,6
9379,tildechi1,4
9380,tildetaupm1,3
9381,tildechipm1,2
9382,stay,2
9383,tildechi01,2
9384,validates,2
9385,calibrating,2
9386,patches,3
9387,tables,6
9388,petrosian,2
9389,march,4
9390,les,2
9391,nls,4
9392,fcs,4
9393,purification,3
9394,motzkin,5
9395,xaxis,3
9396,lying,5
9397,kgeq,3
9398,sums,5
9399,minors,2
9400,mathcalm,4
9401,specialized,3
9402,nanocrystalline,3
9403,milled,2
9404,percentage,5
9405,tduality,10
9406,resort,2
9407,nesterovs,2
9408,newton,8
9409,subsampled,3
9410,pomegax,2
9411,pomegaeqomegaxx,4
9412,bayesoptimal,2
9413,dlevel,2
9414,nqubit,2
9415,twoparticle,3
9416,sards,2
9417,4n,2
9418,vms,2
9419,qr,2
9420,gray,2
9421,d2n,2
9422,twoqudit,3
9423,thetad2n,2
9424,faddeevpopov,2
9425,justified,2
9426,pade,5
9427,devoid,4
9428,elasticity,4
9429,matthews,2
9430,sumner,2
9431,clawfree,3
9432,workshop,4
9433,cc,6
9434,broersma,2
9435,endvertices,2
9436,pendant,2
9437,melting,5
9438,nanoflakes,3
9439,spr,2
9440,labelfree,3
9441,biosensing,2
9442,figureofmerit,2
9443,surrogate,11
9444,costsensitive,3
9445,uneven,2
9446,hinge,3
9447,quartz,4
9448,qcm,2
9449,ngcm2,2
9450,wrinkles,2
9451,biomolecules,2
9452,plasmaassisted,2
9453,mira,2
9454,vlba,2
9455,persistence,2
9456,era,5
9457,forbids,2
9458,cloners,2
9459,e2,3
9460,e3,4
9461,e4,4
9462,e5,3
9463,lats,5
9464,negligibly,2
9465,boxes,3
9466,boxlets,2
9467,krdecomposition,2
9468,rpartite,3
9469,barber,2
9470,lo,3
9471,kuhn,2
9472,osthus,2
9473,reverberation,4
9474,files,2
9475,encapsulated,2
9476,hipparcos,2
9477,propermotion,2
9478,masyr,5
9479,scene,3
9480,redgiant,2
9481,misclassified,2
9482,faintness,2
9483,asteroseismology,2
9484,sdssii,3
9485,salt2,2
9486,fitter,2
9487,diversity,16
9488,sw,5
9489,cma,6
9490,hw,3
9491,zeroage,2
9492,alphafe,2
9493,sma,5
9494,gravitation,2
9495,beating,8
9496,telecommunication,3
9497,repetition,2
9498,carinae,2
9499,condensations,4
9500,blobs,3
9501,ejected,4
9502,cars,2
9503,nitrogenrich,2
9504,thousand,4
9505,cno,6
9506,svms,5
9507,hlike,2
9508,helike,4
9509,fekalpha,2
9510,shoulder,2
9511,sciences,2
9512,imbalance,4
9513,mgvm,2
9514,renormalising,2
9515,electronvibration,3
9516,perturbatively,3
9517,stepwise,2
9518,drops,4
9519,paternity,2
9520,reconciled,2
9521,fz,2
9522,vc2,2
9523,initiates,2
9524,generalizable,2
9525,octupole,3
9526,aiming,6
9527,utterance,2
9528,bore,3
9529,budgeted,2
9530,steiner,3
9531,v32,3
9532,pmod6,3
9533,sori70,6
9534,sori73,2
9535,sorij05380213,5
9536,hband,2
9537,jh,2
9538,ultracool,2
9539,ki,4
9540,pages,3
9541,page,3
9542,kpage,8
9543,pagenumbers,3
9544,wrapping,2
9545,m5brane,4
9546,glueball,5
9547,nonholomorphic,2
9548,doublets,2
9549,smlike,2
9550,keying,2
9551,ook,2
9552,wdm,2
9553,launched,2
9554,penguin,2
9555,charm,5
9556,vanished,2
9557,deployed,4
9558,rarely,3
9559,infeasible,2
9560,survived,3
9561,negativeindex,2
9562,nims,3
9563,lacks,3
9564,magnetoelelctric,3
9565,flop,2
9566,ezw,2
9567,steepens,2
9568,agentenvironment,3
9569,saei,2
9570,psadpg,2
9571,rchi,2
9572,tff,3
9573,downsizing,2
9574,knots,8
9575,oneparameter,2
9576,genomic,6
9577,bibd,4
9578,incidences,4
9579,mflats,2
9580,trich,3
9581,corollary,2
9582,sharpen,2
9583,hierarchies,2
9584,unitaries,2
9585,combiner,2
9586,subwaves,4
9587,swpdqc,3
9588,unexplained,3
9589,edgebandwidth,4
9590,caterpillars,2
9591,ai,2
9592,neurons,3
9593,diagnostic,6
9594,extraordinarily,2
9595,randomized,3
9596,ndimensional,5
9597,enpp,4
9598,dzyaloshinskii,2
9599,moriya,2
9600,ferrimagnets,2
9601,spintronic,2
9602,gdco,2
9603,brstbv,3
9604,ordinaryderivative,2
9605,dualmode,3
9606,langkobayashi,2
9607,root,4
9608,aa0,2
9609,fanaroffriley,3
9610,friis,2
9611,imprint,2
9612,lowredshift,2
9613,sectional,3
9614,pharmonic,3
9615,vaecnpbdist,2
9616,mtimes,2
9617,homidempotent,6
9618,homomorphism,2
9619,sstable,3
9620,suspected,4
9621,settling,3
9622,vortices,5
9623,virialized,2
9624,climb,6
9625,unloading,7
9626,continues,4
9627,slits,2
9628,lambdaspp,2
9629,spps,3
9630,longdistance,2
9631,su3ctimes,2
9632,su2ltimes,8
9633,u1y,2
9634,messenger,2
9635,gaugesinglet,2
9636,su2lbidoublet,2
9637,singlets,2
9638,bidoublets,2
9639,su2ldoublet,2
9640,integrating,2
9641,mun,2
9642,fewcycle,2
9643,den,2
9644,bergh,2
9645,cepheidbased,2
9646,lambda0,3
9647,breast,4
9648,drawbacks,2
9649,tumour,2
9650,va,2
9651,euclideanized,2
9652,qab,5
9653,son,5
9654,illconditioned,2
9655,sketching,2
9656,sketch,3
9657,cayley,7
9658,xn,2
9659,divides,2
9660,gaugegravity,4
9661,fmunu,2
9662,localised,2
9663,coarse,2
9664,widesense,2
9665,ergodic,5
9666,ad775,4
9667,chronicles,2
9668,telecommunications,2
9669,ultrastable,2
9670,places,3
9671,antitop,4
9672,antibottom,3
9673,ta110,2
9674,blazars,5
9675,lineemitting,2
9676,ddpg,4
9677,facing,2
9678,deceptive,2
9679,geppg,2
9680,equipment,2
9681,lightcurves,3
9682,coverages,2
9683,emr,5
9684,disparity,3
9685,picu,4
9686,cticu,3
9687,mortality,4
9688,disparate,2
9689,quantified,5
9690,homogenized,2
9691,perforated,2
9692,enz,2
9693,2tm,2
9694,dfg,2
9695,irradiance,3
9696,polis,2
9697,gfpi,2
9698,abnormal,3
9699,granulation,2
9700,degraded,2
9701,intergranular,2
9702,kalai,2
9703,assigning,2
9704,barocaloric,2
9705,cu2se,3
9706,jkg1k1,2
9707,chalcogenides,2
9708,photophoresis,5
9709,transitional,3
9710,belt,2
9711,quarkonia,3
9712,conjugation,2
9713,upsilon,3
9714,arranged,3
9715,pyrochlore,2
9716,emergent,3
9717,reconfigurability,4
9718,reconfigurable,2
9719,indistinguishable,2
9720,truly,5
9721,scuti,2
9722,nonradial,3
9723,repetitions,2
9724,affecting,2
9725,heart,2
9726,walds,3
9727,jacobsons,2
9728,spectrophotometric,3
9729,wc,5
9730,pne,2
9731,wels,2
9732,wrpne,3
9733,preferential,3
9734,nv,2
9735,infrastructure,2
9736,nonagn,2
9737,subhalos,6
9738,sts,3
9739,topographic,2
9740,tangency,4
9741,wim,4
9742,ancillary,2
9743,electrondominated,2
9744,inserting,2
9745,splitter,3
9746,lyapunov,4
9747,streams,10
9748,provably,2
9749,discussions,2
9750,allocation,2
9751,ofthe,2
9752,emissionlines,3
9753,longslit,4
9754,bianisotropic,3
9755,anu,2
9756,lirgs,2
9757,ifs,2
9758,ldos,3
9759,56ni,2
9760,epicyclic,5
9761,inertial,3
9762,caught,2
9763,replaces,5
9764,captured,3
9765,subplanck,3
9766,electrocaloric,2
9767,ec,7
9768,demanding,3
9769,growthrate,4
9770,fracqr1q1,2
9771,spikes,2
9772,sparsityinducing,3
9773,ell1norm,3
9774,bax,4
9775,berger,2
9776,ars,6
9777,mutually,2
9778,mathscrd33,2
9779,postulated,3
9780,restoring,2
9781,prd,4
9782,curvatures,2
9783,mnras,2
9784,cobe,4
9785,uhecr,5
9786,frii,6
9787,pointing,2
9788,spatiokinematical,2
9789,abell41,5
9790,closebinary,2
9791,ser,2
9792,nii,4
9793,notable,3
9794,moss,2
9795,apexes,3
9796,underneath,2
9797,northwestern,2
9798,hft,3
9799,manifested,4
9800,fixedlength,3
9801,minibatch,3
9802,olog,2
9803,verifies,2
9804,1bit,4
9805,tsf,3
9806,excite,4
9807,privileged,2
9808,categorization,4
9809,caltech101,2
9810,xadm,2
9811,starbursting,3
9812,lowj,2
9813,ci3p1,3
9814,3p0lrm,2
9815,realm,3
9816,heterojunctions,4
9817,bilayermonolayer,2
9818,subplanckscale,2
9819,guides,2
9820,z03,3
9821,lobe,4
9822,nsr,2
9823,ads3times,2
9824,s3times,2
9825,3form,2
9826,vsmrfs,4
9827,undirected,3
9828,sparsistent,2
9829,highlighting,3
9830,leptogenesis,2
9831,leptonic,2
9832,descriptive,2
9833,displaced,3
9834,inconclusive,3
9835,malicious,2
9836,eve,3
9837,eavesdropping,4
9838,inaccessible,3
9839,attacks,2
9840,maignan,2
9841,bahourigerard,3
9842,kenigmerle,2
9843,apriori,2
9844,capacitors,2
9845,zeroenergy,2
9846,capacitance,4
9847,inductance,2
9848,ggl,5
9849,chameleon,2
9850,hod,14
9851,chemicals,2
9852,transporting,2
9853,meter,3
9854,diagnosis,3
9855,neymanpearson,2
9856,priorities,2
9857,epsilon2,3
9858,kilohertz,9
9859,lmxb,2
9860,4u163653,3
9861,sidebands,3
9862,qpo,10
9863,4u172834,2
9864,4u160852,2
9865,higherspin,3
9866,cas,2
9867,uppermass,2
9868,representational,2
9869,covariances,3
9870,centrality,5
9871,highermass,2
9872,tioepsilon,4
9873,logg35,2
9874,50k,2
9875,logg30,2
9876,150k,2
9877,unspotted,3
9878,herschelhifi,2
9879,4e9,2
9880,mach,6
9881,turnover,3
9882,unrealistic,2
9883,skewed,2
9884,contract,2
9885,tremendous,2
9886,tmatrix,2
9887,multiplexed,2
9888,reissnernordstrom,2
9889,sfrm,3
9890,py,3
9891,thetarm,2
9892,singlemolecule,3
9893,histograms,2
9894,oversampling,5
9895,ganbased,2
9896,advancements,2
9897,tabular,2
9898,categorical,7
9899,conserve,2
9900,marginalized,2
9901,submitted,3
9902,injective,5
9903,fvg,2
9904,mathcalpx,3
9905,setindexer,2
9906,setvalued,2
9907,fv,2
9908,iasi,3
9909,mathcalpmathbbn0,3
9910,fuv,3
9911,vjl,3
9912,bzk,2
9913,pegs,3
9914,23z35,2
9915,contributed,3
9916,peg,4
9917,z25,4
9918,filed,2
9919,dhost,2
9920,subclass,3
9921,mdm,4
9922,ybranch,2
9923,reflectors,4
9924,ultracompact,3
9925,gaugings,2
9926,inas,2
9927,microdisk,3
9928,grooves,2
9929,dyon,5
9930,so32,2
9931,vanishingly,2
9932,dyons,3
9933,d3branes,5
9934,d3brane,2
9935,atacama,2
9936,dsfgs,3
9937,continuing,2
9938,subpopulation,3
9939,gould,2
9940,bhz,2
9941,separates,2
9942,condensate,8
9943,quad,5
9944,0inftytimes,2
9945,endarray,2
9946,zsim16,3
9947,obscured,8
9948,atommechanical,3
9949,coriolis,2
9950,biophotonics,2
9951,ebs,2
9952,swedish,2
9953,eb,5
9954,connects,2
9955,fuelling,3
9956,microjets,3
9957,pseudonewtonian,2
9958,highfrequency,4
9959,disturbed,6
9960,gmode,2
9961,magnetorotational,2
9962,conduct,4
9963,tfet,2
9964,onstate,2
9965,mathcal,5
9966,ddegenerate,2
9967,lmathcal,4
9968,ddcolouring,3
9969,equitably,2
9970,equitable,4
9971,tuniform,2
9972,leaveoneout,5
9973,radiusmargin,2
9974,2norm,2
9975,permanent,3
9976,irc,2
9977,cyg,9
9978,bsv,4
9979,windism,2
9980,mixes,4
9981,infant,3
9982,spin32,2
9983,ysos,15
9984,yso,9
9985,j43,4
9986,james,3
9987,jcmt,3
9988,perseus,3
9989,taurus,4
9990,0i,3
9991,pms,4
9992,overpredict,2
9993,learnt,3
9994,tolerance,2
9995,gatedefined,2
9996,cotton,5
9997,premise,2
9998,blg,2
9999,polarizability,2
10000,2deg,3
10001,polygonization,4
10002,excludes,2
10003,povm,3
10004,discrimination,8
10005,nonorthogonal,2
10006,transit,5
10007,macho,2
10008,grazing,2
10009,igws,2
10010,magnetoconvection,2
10011,asseteass,2
10012,coreclad,2
10013,stepindex,2
10014,allfiber,2
10015,longwavelength,3
10016,contextuality,2
10017,spn,3
10018,oscillate,2
10019,shubnikovde,2
10020,haas,2
10021,nms,2
10022,gle,2
10023,registered,2
10024,gevrey,2
10025,timestretch,2
10026,eliminated,3
10027,30nm,2
10028,resolvable,2
10029,var,3
10030,aggregates,4
10031,vcdimension,2
10032,citedud03,2
10033,leaveupsilonout,2
10034,retrieve,3
10035,bells,3
10036,steplike,2
10037,reducible,2
10038,spin1,2
10039,hizoa,4
10040,j083643,4
10041,mopra,3
10042,z15,2
10043,sfe,2
10044,radiogalaxies,2
10045,lacs,2
10046,friii,2
10047,hymor,2
10048,lanp,2
10049,pfree,2
10050,boolean,6
10051,multilevel,3
10052,intermediatesmall,2
10053,esa,2
10054,empheuclid,2
10055,ng,5
10056,nbsim,2
10057,shedding,3
10058,featureless,2
10059,torusdisk,3
10060,13deg,2
10061,hides,2
10062,unbroken,2
10063,kappain,2
10064,0infty,3
10065,martinazzi,2
10066,bics,4
10067,hypoelliptic,2
10068,spike,4
10069,nanolasers,2
10070,gdka,3
10071,dge3,2
10072,ladder,2
10073,wonder,2
10074,kpp,2
10075,numerics,2
10076,supermembrane,2
10077,shockmach,2
10078,47a,2
10079,bernoulli,2
10080,bernsteinlike,2
10081,behave,3
10082,mcallester,2
10083,ortiz,2
10084,heterogeneity,3
10085,titsias,2
10086,getting,3
10087,collecting,3
10088,references,2
10089,abnormality,3
10090,superiority,3
10091,lift,5
10092,antivortex,2
10093,manuscript,2
10094,behr,3
10095,necas,3
10096,tau3,6
10097,indication,6
10098,finiteness,2
10099,quasicrystals,3
10100,tmos,2
10101,fewgev,2
10102,tessellations,3
10103,folds,2
10104,nonconformal,2
10105,intimately,2
10106,dissolution,2
10107,quantifications,2
10108,blockwise,2
10109,sagittarius,2
10110,timedelay,2
10111,temporary,2
10112,phosphorene,3
10113,strains,3
10114,biaxial,7
10115,zpnrs,2
10116,monoceros,3
10117,iphas,2
10118,b5,2
10119,halphaemission,2
10120,fair,2
10121,ob2,8
10122,8a,5
10123,uvbright,2
10124,4656uv,5
10125,jplus,6
10126,edr,3
10127,pointingbypointing,2
10128,emphasized,2
10129,eastern,3
10130,powering,2
10131,multimatroids,5
10132,deltamatroids,2
10133,subsume,2
10134,interlace,2
10135,tuttemartin,2
10136,bouchet,2
10137,excludedminor,2
10138,max,3
10139,hmms,2
10140,seamlessly,3
10141,lfloor,3
10142,wwm,2
10143,decoheres,2
10144,dichalcogenide,2
10145,tmd,9
10146,bxnxcy,2
10147,haeckelites,3
10148,schwarzites,2
10149,robber,2
10150,aigner,2
10151,frommes,2
10152,cop,2
10153,guard,2
10154,sfhs,7
10155,loglhalphaluv,2
10156,lhalpha,2
10157,textloglhalpha,2
10158,bestfitting,2
10159,kenig,2
10160,continually,2
10161,6d,2
10162,vl2,2
10163,parametrization,2
10164,progressively,3
10165,rcwa,4
10166,concatenated,3
10167,105qubit,4
10168,distillation,2
10169,nanoconstriction,3
10170,fingerprint,2
10171,fingerprints,2
10172,constrains,4
10173,mhzs,3
10174,lxt,3
10175,lxm,2
10176,nongravitational,2
10177,bransdicke,2
10178,sidm,4
10179,alpha13,2
10180,ameliorate,2
10181,clamping,3
10182,nonzeeman,2
10183,tensortoscalar,2
10184,amplified,2
10185,nmc,2
10186,encode,3
10187,snapshot,2
10188,parkinson,2
10189,jetinflated,2
10190,uplifted,2
10191,nsns,4
10192,universum,2
10193,musvm,3
10194,monogamy,4
10195,u2,2
10196,cni,3
10197,dcn,3
10198,uds,10
10199,upflows,2
10200,persist,4
10201,australis,3
10202,thirds,2
10203,impractical,2
10204,fieldeffect,2
10205,gls,2
10206,rectified,3
10207,morphotropic,2
10208,electrostrictive,3
10209,weakens,3
10210,visibilities,3
10211,logdensity,3
10212,going,3
10213,muv,2
10214,mui,2
10215,dfacto,3
10216,seconds,4
10217,billion,5
10218,felobals,3
10219,reviewing,3
10220,normalizable,3
10221,l0,5
10222,spade,3
10223,pointspread,2
10224,scet,4
10225,intermediatesized,2
10226,commuting,4
10227,ccf,2
10228,bfs,2
10229,ccfs,2
10230,avoidance,2
10231,stressed,2
10232,concentrates,2
10233,accomplished,2
10234,discretetime,2
10235,walking,3
10236,walks,8
10237,walker,2
10238,dmr,2
10239,signposts,2
10240,qp,3
10241,timings,3
10242,usa,3
10243,jitter,2
10244,nonperturbatively,2
10245,sheds,2
10246,noncollinearity,3
10247,balances,2
10248,screened,2
10249,progenitors,10
10250,wetting,3
10251,superhydrophobic,4
10252,disturb,2
10253,heterogeneously,2
10254,wetted,4
10255,utilization,2
10256,twobrane,2
10257,randallsundrum,2
10258,nsds,5
10259,nsd,2
10260,nscs,3
10261,sizeluminosity,2
10262,acoustical,2
10263,wellsuited,2
10264,enjoy,2
10265,barotropic,2
10266,aals,6
10267,oneway,5
10268,ymlg,3
10269,x0,2
10270,uncovered,2
10271,loudness,2
10272,imperative,2
10273,loud,2
10274,paid,3
10275,apertures,3
10276,nmbipartite,3
10277,alphapi5,4
10278,taulepton,2
10279,traversing,3
10280,characterizes,2
10281,iz2,2
10282,nonsupersymmetric,2
10283,toothbrush,3
10284,patterned,3
10285,nanobeams,2
10286,zipper,5
10287,compliant,2
10288,qswitching,4
10289,vband,2
10290,informationtheoretic,7
10291,pseudorapidity,2
10292,microhem,3
10293,cskl,3
10294,ziegler,2
10295,ehrhart,2
10296,idp,2
10297,unimodular,3
10298,zirconium,2
10299,ebsd,2
10300,cladding,4
10301,g3204012,3
10302,b150958,2
10303,rcw,2
10304,snrs,3
10305,bubbling,4
10306,4pi,3
10307,strange,2
10308,inductive,3
10309,fulk,3
10310,jain,3
10311,depolarized,4
10312,quarkpion,2
10313,virtualities,2
10314,lamtung,2
10315,luminescence,4
10316,sauron,2
10317,nn,3
10318,textual,2
10319,ijleq,2
10320,intricate,2
10321,examination,2
10322,schottky,2
10323,oblate,2
10324,latetime,2
10325,electroproduction,2
10326,5x5,2
10327,ngc6334i,3
10328,receiver,3
10329,radicals,3
10330,isotopologues,2
10331,ch3oh,2
10332,contrasting,2
10333,doctor,3
10334,icds,3
10335,cpts,2
10336,health,2
10337,rulebased,2
10338,preccurlyeq,2
10339,signimbalance,3
10340,linearizationcount,2
10341,lexicographic,4
10342,nelement,2
10343,p0,3
10344,horavalike,2
10345,price,2
10346,2forms,4
10347,s2n,2
10348,clifford,2
10349,l10fept,2
10350,nanocrystals,5
10351,oc,2
10352,rs,4
10353,prm,4
10354,communicating,2
10355,mdps,2
10356,cmr,7
10357,monolithic,3
10358,paradigms,3
10359,sfh,3
10360,quasimonolithic,2
10361,ellipticalonly,2
10362,gfactor,3
10363,m0,2
10364,superconductors,4
10365,disagreement,2
10366,cooperpair,3
10367,niobium,2
10368,tate,2
10369,failed,2
10370,gravitomagnetic,9
10371,tates,3
10372,polysige,4
10373,sige,2
10374,degc,4
10375,asi,2
10376,chirps,2
10377,buried,3
10378,worth,2
10379,mug2,3
10380,webb,2
10381,metalinsulatormetal,3
10382,attenuations,2
10383,6t,2
10384,nexafs,3
10385,gist,2
10386,thomassen,2
10387,homomorphic,2
10388,n2d,9
10389,thirteen,2
10390,l1157,2
10391,h2d,6
10392,irs4,4
10393,relaxon,2
10394,molybdenum,2
10395,reshuffling,2
10396,ohmic,5
10397,op,2
10398,dco,2
10399,wigglez,5
10400,uvselected,2
10401,ruler,2
10402,gpc3,2
10403,z1011,2
10404,counterimages,3
10405,lossless,4
10406,piston,2
10407,pistons,2
10408,misclassification,3
10409,duplicates,4
10410,m2m2,2
10411,conclusive,2
10412,buoyancy,2
10413,velocityresolved,2
10414,primitive,3
10415,meteoritic,4
10416,unify,3
10417,assigns,2
10418,electronphoton,2
10419,pinem,4
10420,hvac,2
10421,phone,2
10422,src,2
10423,ing,2
10424,offering,3
10425,bec,2
10426,infiniteperiod,2
10427,bifurcations,2
10428,drivendissipative,2
10429,symmetryprotected,2
10430,runavoidable,2
10431,ckm,2
10432,pto,2
10433,spinhall,2
10434,tmr,2
10435,fitbo,2
10436,fragments,4
10437,laminar,3
10438,mind,2
10439,selfshadowed,3
10440,unaltered,2
10441,adequately,3
10442,carterlike,3
10443,auau,2
10444,gevc,3
10445,exposed,3
10446,ngca,5
10447,contaminated,2
10448,lsngca,3
10449,ellipsometry,2
10450,nanodisks,2
10451,anticrossing,2
10452,alon,2
10453,concentrationmass,2
10454,builds,3
10455,omc2,2
10456,omc3,3
10457,mms,4
10458,nonminimally,2
10459,cses,2
10460,h3o,6
10461,tex,2
10462,2e9,2
10463,kkellinterval,2
10464,roxa,3
10465,j08100993847570,4
10466,highluminosity,2
10467,weather,3
10468,hemispheric,2
10469,noether,4
10470,onticfeature,2
10471,oblivious,4
10472,conveyers,3
10473,ac,2
10474,j1856353754,2
10475,oph,2
10476,wavebreaking,3
10477,3stranded,2
10478,epsilon1,2
10479,3sb,2
10480,cvb,3
10481,bfield,2
10482,modalities,3
10483,shortestpath,4
10484,lsc,3
10485,waveguided,2
10486,ssc,3
10487,uutop,4
10488,admm,3
10489,iterates,3
10490,inviscid,2
10491,massratio,2
10492,seemed,2
10493,unwanted,2
10494,gluinos,2
10495,slepton,2
10496,12s,2
10497,eriksson,2
10498,widetildecc,2
10499,conformations,2
10500,ru0001,2
10501,monomers,2
10502,monomer,2
10503,murm,5
10504,depl,3
10505,lebesgue,2
10506,semidirac,2
10507,omega2delta,2
10508,sublaplacian,2
10509,exemplify,3
10510,transmissions,3
10511,mixedness,2
10512,customer,3
10513,churn,4
10514,customers,2
10515,tccp,2
10516,approached,2
10517,enclosed,2
10518,r90,2
10519,nnhek,2
10520,anticenter,2
10521,kappadeformed,2
10522,lbg,5
10523,lya,5
10524,adelberger,3
10525,oct,5
10526,refocusing,4
10527,cpmg,3
10528,severity,2
10529,zx,2
10530,20x1010,2
10531,mulliken,2
10532,sc2inc,3
10533,ulirg,4
10534,atca,3
10535,ngal,2
10536,wp,3
10537,mr19,2
10538,mr21,2
10539,vpf,3
10540,upf,3
10541,lshaped,2
10542,cvc,2
10543,runtime,2
10544,sd,2
10545,xgboost,2
10546,sharding,2
10547,timeseries,3
10548,dbv,2
10549,november,2
10550,tau0,2
10551,mbhs,5
10552,lightyears,4
10553,closeness,2
10554,tensions,4
10555,sintering,3
10556,decorrelation,2
10557,vbcgp,3
10558,centralities,2
10559,z0lbh,5
10560,codewords,2
10561,reservoirs,3
10562,tmc1n,2
10563,aql,3
10564,quintessence,5
10565,omegaq,3
10566,rt2,2
10567,davisxiang,2
10568,amorphic,3
10569,disulfide,2
10570,paying,3
10571,fittds,2
10572,timetrace,3
10573,mashhoons,2
10574,spinrotation,2
10575,noninertial,2
10576,kriging,2
10577,stheta,4
10578,thetainunderlinethetapi,2
10579,nle,2
10580,2k21,2
10581,kleitman,2
10582,crkn,3
10583,flag,2
10584,bigskip,2
10585,winddriven,7
10586,showers,2
10587,blocking,2
10588,dissimilarities,2
10589,runtimes,2
10590,qs,8
10591,plages,2
10592,ewrm,7
10593,0lyalpha,5
10594,escrm,2
10595,bioinformatics,2
10596,nonparametrically,2
10597,rademacherwalsh,3
10598,chapoton,2
10599,deltaalpha,3
10600,rmin,3
10601,b1c,2
10602,rminquad,2
10603,b12mm,2
10604,gasrich,4
10605,crs,2
10606,copoorcirich,3
10607,sigmae1200,2
10608,isrf,2
10609,antennas,6
10610,antennaemitter,2
10611,bullseye,2
10612,timeindependent,3
10613,tres1,2
10614,sub,2
10615,iris,2
10616,ideally,4
10617,quick,4
10618,microhz,4
10619,pmode,2
10620,traffic,5
10621,aadt,7
10622,transportation,2
10623,stations,2
10624,atrs,2
10625,carolina,2
10626,highways,2
10627,roadway,4
10628,svr,4
10629,factorbased,2
10630,svrbased,2
10631,scdot,2
10632,cnstrong,3
10633,locate,3
10634,gt,2
10635,og2t,2
10636,etal,2
10637,helicoid,4
10638,bearing,2
10639,eitlike,2
10640,cutwire,2
10641,iid,2
10642,pentaquarks,5
10643,hadroquarkonium,2
10644,pc4450,4
10645,pentaquark,3
10646,sigmacbar,2
10647,subsubgiants,4
10648,subsubgiant,3
10649,nontarget,5
10650,ocnn,5
10651,borg,2
10652,magnonmagnon,2
10653,emphgaia,2
10654,dfs,2
10655,diraclike,2
10656,kdeletions,2
10657,spectroscopicphotometric,2
10658,kic8429280,2
10659,irt,3
10660,highlatitude,2
10661,weierstrass,2
10662,biaxiallyinduced,2
10663,vortexbeams,2
10664,imposition,3
10665,crosssimplicity,6
10666,fkls,5
10667,flipped,2
10668,reformulated,2
10669,jekyll,5
10670,hyde,7
10671,fmi,3
10672,otimes,2
10673,spectrometers,3
10674,eluded,2
10675,selfinterstitial,2
10676,treats,2
10677,sorkins,2
10678,grothendiecks,2
10679,specifiable,2
10680,initialdata,2
10681,vcvs,2
10682,resultant,3
10683,su2l,2
10684,leptoquarks,2
10685,lqs,3
10686,scuba2,2
10687,s850,2
10688,1nested,3
10689,lnn20,2
10690,opf,2
10691,l1regularized,2
10692,npdf,8
10693,anatomy,2
10694,dendrogram,3
10695,pllss,4
10696,llss,4
10697,23z33,2
10698,pllssllss,3
10699,calpha,2
10700,worldview,2
10701,loopholes,2
10702,jy,3
10703,barbs,5
10704,overlay,2
10705,efc,2
10706,endpoints,2
10707,fg,3
10708,submodular,3
10709,maximized,2
10710,maximizer,2
10711,nphard,3
10712,bw,2
10713,betaw,2
10714,eso,2
10715,mrk,2
10716,rectangles,2
10717,pg2q3,2
10718,ellinfty,2
10719,splash,5
10720,q21,2
10721,splashes,2
10722,pdr2,2
10723,chorus,2
10724,ultradeep,2
10725,hkl,2
10726,condens,2
10727,ciphergan,3
10728,cyclegan,2
10729,sin,2
10730,patisalam,2
10731,su2r,2
10732,administrators,2
10733,protection,2
10734,magnet,2
10735,recast,2
10736,underpinnings,2
10737,shapeshape,3
10738,etar,3
10739,diskbearing,2
10740,flared,3
10741,edgecut,2
10742,monochromatically,2
10743,disconnection,3
10744,deltas,3
10745,mbox,2
10746,vqhd,2
10747,stepedge,4
10748,electromigration,4
10749,t14,2
10750,scrutinized,2
10751,zs,2
